98,700,679
111,698,685
115,702,689
122,672,684
151,663,680
171,719,706
161,732,734
163,701,728
168,714,721
138,729,720
151,742,684
155,737,642
204,887,677
346,874,628
437,896,610
480,886,742
529,746,830
500,552,793
480,406,818
450,449,839
326,509,780
169,566,667
195,654,763
244,672,707
270,592,593
262,417,526
166,340,716
243,321,609
291,454,538
386,353,648
380,368,478
156,544,1052
326,603,856
270,585,795
353,603,734
438,526,590
532,639,451
582,664,356
500,1103,252
399,1005,221
272,859,898
231,864,592
142,1024,612
151,842,472
142,905,520
177,1046,402
170,857,464
127,885,507
41,884,465
-35,853,488
30,860,539
174,991,497
247,1005,444
305,894,464
332,930,483
330,902,582
395,862,507
454,755,395
388,792,484
414,856,528
323,747,573
431,734,328
260,879,272
399,689,336
403,628,500
429,622,518
424,720,510
448,723,571
442,673,599
414,720,583
402,674,563
437,610,472
510,671,531
615,661,493
641,638,523
612,711,641
586,685,603
610,761,455
511,858,654
461,884,853
436,584,807
443,644,680
325,265,665
379,361,618
471,759,578
461,908,554
382,570,599
394,240,583
437,101,617
501,243,693
555,455,779
525,522,916
357,623,812
131,359,789
57,285,778
-198,387,863
-245,477,958
-143,475,1128
-73,486,1206
-41,509,1156
5,475,1055
-60,450,912
-113,418,880
-141,413,859
-33,273,761
100,220,761
178,360,929
160,417,975
218,525,944
361,654,726
404,839,666
611,774,484
687,568,524
625,407,790
520,293,862
461,216,714
467,470,664
393,569,792
339,350,764
318,593,920
365,585,901
375,615,850
414,662,705
464,605,758
410,487,636
476,558,453
432,613,438
383,771,446
428,1023,408
473,868,254
473,866,251
502,775,254
497,855,361
463,887,468
451,820,452
456,816,401
417,827,412
360,869,510
225,889,612
113,889,644
56,836,673
13,812,828
77,785,835
-223,1024,636
320,862,666
278,891,401
515,668,303
587,641,397
747,757,218
832,479,133
691,576,193
526,727,299
472,935,178
461,1111,222
389,1062,312
391,1007,241
287,837,280
147,921,522
170,877,516
194,832,456
86,912,736
165,941,838
186,901,689
132,868,573
90,845,594
184,923,602
291,989,612
386,947,569
382,874,613
474,753,578
609,676,457
599,534,387
570,598,405
652,826,306
596,770,346
549,694,396
484,780,460
435,745,540
382,823,531
280,884,502
148,901,499
82,1092,487
22,1083,366
-78,1016,406
-65,1059,295
-81,977,248
-137,782,354
-215,891,365
-345,841,438
-266,930,369
-360,593,427
-264,883,253
-296,834,272
-325,856,256
-363,784,259
-332,846,187
-329,826,253
-277,761,260
-203,765,311
-160,836,308
-136,901,263
-91,918,268
-170,1043,293
-277,1128,272
-255,1092,243
-188,1007,249
-134,943,251
-105,907,257
-119,940,240
-173,956,227
-215,926,237
-225,943,240
-232,1011,256
-209,955,246
-140,927,246
-102,963,217
-92,911,216
-90,931,209
-126,1050,253
-160,1035,190
-224,1108,162
-230,1106,224
-198,1079,202
-120,1013,167
-76,1004,100
-46,954,77
-66,973,116
-73,1034,112
-18,973,86
31,896,-1
19,959,98
-67,1129,180
-194,1076,175
-185,979,159
-318,1031,137
-502,977,135
-547,949,35
-681,963,43
-696,901,106
-677,888,166
-629,933,177
-529,884,156
-458,853,117
-388,812,145
-320,796,197
-281,852,195
-254,847,183
-259,900,237
-229,929,294
-195,895,318
-178,857,299
-158,851,300
-139,826,373
-97,801,415
-42,843,390
-31,886,387
-49,899,448
-37,830,453
52,946,390
-23,1135,381
-88,1178,339
-181,1332,340
-259,1331,334
-306,1143,345
-289,889,389
-261,794,359
-289,723,356
-289,662,354
-289,591,338
-366,653,377
-397,603,414
-451,584,423
-481,634,485
-463,629,462
-488,565,493
-535,651,619
-626,720,605
-750,695,604
-747,591,538
-705,552,514
-730,599,539
-757,589,439
-766,635,413
-748,659,448
-698,570,435
-642,681,563
-581,581,600
-645,783,563
-736,733,540
-760,696,572
-726,735,588
-615,759,522
-632,689,376
-693,700,423
-560,673,519
-473,658,590
-397,678,431
-583,675,82
-776,698,4
-776,1008,236
-731,921,306
-501,733,333
-229,827,305
-8,1045,347
-285,1099,423
-554,557,711
-819,858,493
-545,840,343
-327,799,305
-372,823,209
-514,870,110
-596,948,168
-587,1103,159
-597,983,208
-537,986,351
-489,1005,273
-417,1066,316
-317,833,195
-89,865,363
255,903,287
277,798,431
247,858,40
136,806,168
57,725,337
145,583,-147
-95,1094,-46
-211,1201,189
-260,1310,14
-168,1129,270
-25,883,393
16,952,408
-331,859,396
-663,648,337
-550,778,407
-240,829,375
-191,748,391
-335,790,250
-211,1140,280
-177,1166,268
-251,1142,268
-267,896,218
-269,699,190
-302,819,220
-380,921,276
-487,985,156
-617,981,180
-641,1036,312
-589,869,444
-406,768,365
-305,732,296
-265,727,213
-242,656,142
-249,788,263
-219,848,185
-227,881,161
-274,828,208
-280,913,158
-269,932,-1
-312,1047,31
-407,971,157
-402,881,104
-465,895,59
-634,710,34
-818,603,113
-818,606,-4
-913,662,-17
-917,587,45
-877,533,41
-843,596,86
-808,722,33
-797,735,42
-830,674,91
-778,664,58
-730,735,95
-798,658,35
-841,761,43
-912,702,42
-900,653,-36
-806,794,127
-714,707,137
-658,779,149
-638,653,252
-622,813,194
-626,772,239
-612,812,248
-751,999,409
-538,812,392
-466,1062,282
-641,938,411
-649,788,275
-662,885,194
-754,740,260
-768,810,135
-926,624,131
-979,698,20
-952,887,83
-892,1022,73
-789,1002,140
-637,1064,139
-574,1102,273
-394,1100,286
-379,1138,257
-353,970,218
-325,1027,105
-339,961,-76
-326,838,-301
-308,810,-360
-231,682,-290
-210,636,-127
-179,652,419
-16,890,273
28,823,-23
75,928,-127
-6,999,-4
-16,1111,-116
-10,1118,-215
-11,1081,-257
-2,1058,-381
52,1182,-455
221,1049,-497
315,1012,-527
261,976,-388
192,777,-431
112,713,-496
10,726,-336
-30,749,-287
-90,589,-231
-241,684,-29
-168,817,53
-318,1062,234
-307,1032,325
-385,1301,494
-211,1160,229
-250,1191,283
-230,854,294
-224,701,306
-111,899,135
-46,1014,102
-34,917,187
-28,979,176
-27,1047,132
27,1092,-58
20,1060,-19
-76,1058,72
-97,1089,29
-97,948,46
-9,913,50
-12,1141,4
-25,1064,161
-178,984,310
-236,708,194
-479,896,155
-567,1139,208
-439,790,222
-307,702,128
-221,816,158
-165,793,286
12,605,-212
69,1178,-729
-12,1573,-709
155,1256,-620
5,1040,-448
-86,834,-161
-80,833,-56
-136,987,-96
-174,1157,-243
-273,809,-165
-331,787,-14
-424,772,-32
-325,874,2
-271,715,-347
-366,696,-313
-491,915,-251
-593,889,-89
-607,987,39
-645,843,42
-505,812,-20
-369,837,3
-418,668,84
-461,580,101
-465,588,-60
-548,730,45
-653,859,79
-756,737,-36
-838,758,75
-979,1059,8
-920,959,72
-883,778,206
-753,874,43
-701,783,52
-697,708,89
-663,752,46
-535,803,190
-524,698,209
-596,783,230
-675,738,293
-697,705,267
-697,645,328
-674,758,255
-674,699,248
-698,711,231
-645,780,249
-743,773,120
-893,897,83
-918,803,52
-795,1036,178
-789,996,128
-686,851,-74
-627,838,259
-456,698,536
-361,778,547
-245,1105,394
51,1250,73
-114,1003,178
-302,959,23
-285,900,-281
-644,526,64
-568,698,-85
-708,823,150
-508,805,186
-519,774,129
-601,962,71
-647,869,121
-674,719,79
-631,741,126
-595,724,107
-727,882,174
-741,733,86
-759,941,-72
-685,795,76
-544,934,-50
-615,1085,101
-481,894,28
-413,1102,-20
-374,911,-16
-300,880,-63
-273,884,-127
-255,707,0
-237,689,-37
-377,806,-122
-417,750,-110
-427,717,-152
-550,850,-85
-583,838,-143
-575,906,-113
-665,785,-28
-611,859,-58
-526,976,-141
-523,847,-79
-497,959,-152
-578,842,-160
-647,799,10
-651,917,73
-600,779,-81
-622,670,39
-618,829,128
-582,826,16
-578,788,3
-605,819,58
-577,848,-31
-590,849,58
-594,868,82
-582,849,28
-547,825,23
-563,865,5
-560,863,-8
-493,870,-19
-472,888,-41
-477,907,-12
-568,777,84
-573,833,72
-624,775,127
-600,823,78
-590,917,81
-572,893,49
-613,877,54
-605,794,52
-646,794,62
-669,725,80
-661,702,87
-622,730,21
-608,778,-4
-606,795,30
-549,741,2
-582,713,-28
-672,663,-23
-665,712,-58
-749,584,36
-730,675,33
-710,664,94
-740,657,159
-716,683,109
-723,728,67
-748,706,64
-756,674,82
-755,646,79
-713,667,60
-705,691,63
-740,667,90
-702,763,47
-731,709,75
-719,637,92
-746,673,66
-793,591,123
-822,620,121
-755,630,40
-738,612,52
-769,615,76
-814,625,103
-779,580,87
-773,595,96
-754,709,93
-743,740,109
-718,630,132
-738,770,89
-803,689,117
-829,672,168
-922,789,278
-950,581,258
-1006,505,119
-1094,681,43
-1224,793,19
-1329,1031,57
-1346,957,306
-1114,1093,290
-728,1175,79
-525,1077,242
-446,1138,577
132,933,57
595,753,-226
706,1048,-304
457,-438,708
333,-170,42
85,305,35
-335,1080,318
-605,932,59
-406,871,449
39,586,557
115,683,522
125,509,570
-21,609,738
-248,889,951
-252,806,812
-477,1260,742
-408,1163,800
-264,772,854
-212,672,674
-149,566,599
-44,416,597
123,333,371
278,410,164
442,387,89
532,421,47
559,757,155
496,1076,186
361,1248,340
161,1217,382
18,1306,202
-249,1460,526
-315,1166,413
-333,1083,267
-306,1099,370
-201,1013,423
-91,1026,487
-317,1003,776
-434,1163,779
-206,906,299
-123,836,113
-21,815,124
80,612,129
121,664,146
-2,769,114
-183,720,163
-172,1020,390
-339,834,411
-377,618,445
-338,819,353
-433,1040,459
-404,967,414
-180,675,303
-266,845,125
-371,1253,246
-491,552,776
-418,1129,694
-367,1439,442
-318,527,621
-480,695,408
-498,734,321
-522,699,483
-379,667,680
-332,654,572
-220,801,481
-257,996,462
-359,909,507
-489,675,373
-620,986,322
-647,738,550
-593,567,385
-618,647,298
-654,754,245
-662,789,294
-610,746,339
-552,773,331
-472,802,268
-446,840,283
-448,853,340
-457,822,430
-447,797,491
-473,790,557
-528,833,604
-555,879,659
-567,885,647
-572,851,623
-592,807,627
-605,762,604
-611,732,560
-587,706,512
