244,757,575,308,-170,137,-895,12,-348
259,807,582,343,-108,250,-900,11,-344
268,774,555,308,-138,342,-902,16,-340
252,781,529,317,-144,372,-905,26,-338
257,807,512,293,-146,365,-908,35,-335
275,809,534,312,-153,419,-911,45,-332
295,806,521,302,-157,337,-915,52,-328
316,799,511,266,-154,309,-917,60,-326
353,817,502,317,-88,289,-918,65,-326
332,812,501,298,-88,256,-923,72,-325
349,857,491,65,-28,186,-925,77,-323
326,794,491,172,33,137,-925,83,-324
359,828,479,64,66,141,-926,86,-323
377,830,465,-22,85,123,-927,90,-327
412,786,440,170,54,28,-926,96,-330
372,821,518,621,13,-20,-927,94,-334
394,922,498,554,-99,104,-926,92,-334
458,910,389,252,-73,160,-926,95,-329
516,936,289,241,31,436,-921,103,-325
601,950,260,87,291,726,-910,126,-326
629,936,270,199,607,1155,-891,157,-333
691,842,243,519,750,1487,-862,195,-347
683,756,266,659,957,1703,-821,230,-368
590,696,362,671,1089,1698,-766,271,-393
540,677,371,322,1183,1575,-716,303,-414
428,603,351,385,1396,1409,-671,326,-432
323,682,368,775,1511,945,-625,334,-459
277,642,345,1180,1569,490,-584,327,-489
213,793,379,1731,1423,107,-554,300,-527
200,1012,570,1734,1088,-164,-534,260,-558
184,909,679,563,473,-175,-522,238,-576
225,764,409,674,97,-556,-521,218,-581
262,967,493,417,-155,-574,-526,194,-584
301,940,293,103,-285,-644,-545,178,-580
350,826,361,-19,-231,-630,-552,167,-578
398,839,344,-26,-258,-607,-559,153,-577
418,837,292,25,-197,-639,-569,142,-575
385,827,366,32,-196,-626,-578,125,-577
409,798,365,331,-243,-665,-591,110,-572
413,914,321,288,-194,-543,-598,91,-574
398,931,290,55,-8,-317,-602,80,-573
370,868,314,-8,22,-138,-602,74,-574
411,869,301,2,100,-4,-603,72,-574
199,963,630,-91,-67,80,-600,74,-573
379,935,422,44,-69,-19,-603,74,-570
362,939,270,33,-22,-5,-605,73,-570
361,955,325,-115,108,112,-602,72,-570
378,898,364,-174,157,190,-599,80,-569
385,811,311,-43,222,149,-594,88,-569
362,872,278,140,359,85,-588,89,-573
288,921,300,63,459,160,-577,89,-578
240,837,354,55,423,175,-569,91,-582
226,857,351,46,186,85,-563,90,-585
181,876,390,97,-92,-13,-563,85,-584
249,950,311,81,-307,-58,-569,85,-582
331,977,324,26,-169,31,-574,82,-578
447,905,347,-30,-30,78,-579,85,-575
364,879,363,-16,111,103,-577,84,-575
393,796,247,92,353,-41,-571,82,-578
317,893,345,59,476,-89,-562,79,-586
216,892,395,2,344,-32,-557,77,-590
206,933,354,42,94,0,-551,78,-592
222,958,407,-57,-186,124,-555,78,-591
197,813,414,-76,-475,46,-560,80,-585
231,962,448,-112,-672,-41,-574,82,-577
277,974,406,-328,-918,-38,-587,88,-563
319,1016,354,-447,-1110,52,-605,96,-544
407,878,217,-723,-792,190,-619,114,-525
496,799,317,-441,-422,171,-629,126,-510
527,879,406,-177,-489,299,-635,136,-499
484,862,344,-318,-344,466,-636,152,-489
419,798,334,-514,-197,411,-634,168,-477
407,928,390,-602,-208,440,-630,185,-465
374,825,389,-454,-271,490,-627,204,-453
373,762,361,-347,-245,353,-623,220,-440
368,795,324,-426,-159,219,-625,232,-433
367,806,384,-449,-30,252,-622,242,-427
372,713,460,-378,-163,40,-623,250,-421
404,691,419,-140,-260,-148,-630,250,-417
457,779,372,-87,-172,-240,-638,247,-413
477,729,448,-26,-212,-250,-642,243,-407
447,730,428,75,-402,-370,-652,237,-404
460,818,353,257,-474,-323,-663,227,-398
455,734,423,235,-543,-229,-678,216,-391
416,627,498,492,-784,-397,-693,202,-384
452,607,355,1168,-1098,-485,-708,185,-372
499,812,70,1525,-891,-678,-728,155,-363
540,1107,-63,542,-153,-558,-744,126,-361
